track_id,track_name,album_name,artists,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3S0OXQeoh0w6AY8WQVckRW,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,75,242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4
210JCw2LbYD4YIs8GiZ9iP,Demons,"Cover Sessions, Vol. 3",Boyce Avenue;Jennel Garcia,63,174174,False,0.678,0.351,0,-8.654,1,0.0266,0.747,0.0,0.355,0.569,90.032,4
5TvE3pk05pyFIGdSY9j4DJ,Say Something,Is There Anybody Out There? - Track by Track Commentary,A Great Big World;Christina Aguilera,70,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3
0BUuuEvNa5T4lMaewyiudB,93 Million Miles,Coffee Moment,Jason Mraz,0,216386,False,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4
3Hn3LfhrQOaKihdCibJsTs,Unlonely,Human - Best Adult Pop Tunes,Jason Mraz,0,231266,False,0.796,0.667,5,-4.831,0,0.0392,0.381,0.0,0.221,0.754,97.988,4
6D33wCKzWtNEgOovgeVJ7r,Bella Luna,Mellow Adult Pop,Jason Mraz,1,302346,False,0.755,0.454,9,-9.609,0,0.0352,0.757,0.0,0.236,0.33,120.06,4
5IfCZDRXZrqZSm8AwE44PG,Winter Wonderland,Holly Jolly Christmas,Jason Mraz,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4
0dzKBptH2P5j5a0MifBMwM,If It Kills Me,Feeling Good - Adult Pop Favorites,Jason Mraz,0,273653,False,0.633,0.429,4,-6.784,0,0.0381,0.0444,0.0,0.132,0.52,143.793,4
5QAMZTM5cmLg3fHX9ZbTZi,Winter Wonderland,Christmas Time,Jason Mraz,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4
2qESE1ZeWly7I3YjyTXmXh,Winter Wonderland,Perfect Christmas Hits,Jason Mraz,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4
3EQV1ZHtHvq9OnVRYIdbg3,Winter Wonderland,Merry Christmas,Jason Mraz,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4
3ax0rfGb7exLtl02LL08U9,Winter Wonderland,Christmas Music - Holiday Hits,Jason Mraz,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4
1m5LC29RE52Bxy7hxvpOlL,All I Want For Christmas Is A Real Good Tan,Christmas Country Songs 2022,Chord Overstreet,0,234186,False,0.593,0.455,6,-8.192,1,0.0388,0.366,0.0,0.0914,0.564,202.019,4
3H36x7buZdQD4687VmFrwY,Party of One,Human - Best Adult Pop Tunes,Brandi Carlile;Sam Smith,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4
0xbMRcMFqxJq1Wa7tvWPtn,Party of One,Feeling Good - Adult Pop Favorites,Brandi Carlile;Sam Smith,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4
6h061f44HZPj1OXO2nA45d,Party of One,Mellow Bars R'n'B,Brandi Carlile;Sam Smith,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4
62EwQLDw0dprDzuLwQ0sH1,Lonely This Christmas,Chill Christmas Dinner,KT Tunstall,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4
3lvo0I8c2qBJDLZWqExDgC,Throwing Good After Bad,rainy day indie,Brandi Carlile,0,247791,False,0.501,0.0952,2,-12.931,1,0.054,0.963,1.58e-05,0.0915,0.316,138.016,4
1ae8XfBQ3fDEvmBjFaemGV,This Time Tomorrow,Coffee Moment,Brandi Carlile,0,206267,False,0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,4
0adVktNVJXPZfhQe6B1NO5,Lonely This Christmas,sadsadchristmas,KT Tunstall,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4
6sp6Vx3sv2l5qxPfbQkcyt,The Haves,Mega Hits Autumn/Fall 2022,Eddie Vedder,0,306794,False,0.474,0.519,7,-5.291,1,0.0253,0.281,0.0,0.107,0.326,151.832,4
1WFVfVjCtbmdIv7j3Fa9iy,When You're Wrong,Mellow Adult Pop,Brandi Carlile,0,266960,False,0.568,0.301,10,-10.163,0,0.0373,0.796,3.37e-06,0.118,0.142,88.029,4
0e5PAxSyZ5DWWVqKANHETz,You and Me on the Rock,Country Car Hits,Brandi Carlile;Lucius,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4
1MLr9b1fOybO3MGiLy47Ys,You and Me on the Rock,Country Road Songs,Brandi Carlile;Lucius,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4
6JGjevTaqr9J1xp7YvYUKF,"Speak Your Mind (From the Netflix Series ""We The People"")",Finest Country,Brandi Carlile,0,193943,False,0.476,0.666,6,-3.438,1,0.0446,0.314,0.0,0.342,0.498,148.155,4
7Af2YlwMZryKOQiRfwMsD2,You and Me on the Rock,Easy Country,Brandi Carlile;Lucius,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4
3RE5nHIVkC4KcA7snFaTKd,You and Me on the Rock,Cozy Country,Brandi Carlile;Lucius,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4
0JvkNRyq8Tmot9khpdtN0I,You and Me on the Rock,Good Times Country,Brandi Carlile;Lucius,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4
27gHtbsHClwimHFtKgFop4,You and Me on the Rock,Laidback Country,Brandi Carlile;Lucius,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4
1QBNBGeIRRGBnLhdlHbfI8,You and Me on the Rock,Chillin' It - Mellow Day Country,Brandi Carlile;Lucius,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4
72xTsTouZ5nBmASX8k1XCW,Trampoline - Acoustic,Trampoline (Acoustic),Highland Peak,46,213098,False,0.596,0.2,0,-10.424,0,0.0305,0.91,0.000183,0.0884,0.308,107.893,4
3ILmwMefYZoQh5Cf5jeuUQ,透明だった世界,Documentary,Motohiro Hata,61,232360,False,0.373,0.914,0,-4.185,1,0.0565,0.076,0.0,0.669,0.56,168.21,4
2DHDuADAHoUW6n0z80RLQF,Pieces,Black Bear,Andrew Belle,60,241119,False,0.494,0.652,6,-5.863,0,0.0314,0.0754,0.00256,0.125,0.298,137.018,4
5JDcQAztvZTIkrWoZihgvC,A Drop in the Ocean,The Bedroom Demos,Ron Pope,68,220239,False,0.447,0.393,5,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,3
2sYFi9xVSZ56WHKSY2fN1K,So Far Away - Acoustic,So Far Away (Acoustic),Adam Christopher,52,171543,False,0.576,0.331,6,-9.389,0,0.0306,0.894,3.44e-05,0.129,0.407,149.02,4
6xJOhSm4SvZwzy3uhWz26O,The Enemy,Black Bear,Andrew Belle,62,286865,False,0.536,0.89,1,-5.222,1,0.0375,0.078,0.0202,0.131,0.273,121.974,4
7lLKxcNeJtDTWVRKHovLEC,Build It Better,Build It Better,Aron Wright,51,234473,False,0.526,0.333,4,-13.02,1,0.0314,0.91,0.168,0.111,0.159,94.951,4
25UzeaV47eDT44Fovve6xQ,Sleepwalking in the Rain,Sleepwalking in the Rain,Chord Overstreet,0,216000,False,0.501,0.381,0,-9.448,1,0.036,0.687,0.00133,0.119,0.502,80.075,4
4oa14QBfWRDfJy2agySy0L,Gravity,Little Voice,Sara Bareilles,67,232760,False,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,4
2gRKq9rIC5i1zuxp06zJWH,What's Left of You,What's Left of You,Chord Overstreet,57,178600,True,0.731,0.507,0,-6.477,1,0.046,0.572,0.0,0.0912,0.265,117.969,4
08MFgEQeVLF37EyZ7jcwLc,Pano,Pano,Zack Tabudlo,75,254400,False,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,3
6nXIYClvJAfi6ujLiKqEq8,Sky's Still Blue,The Daylight EP,Andrew Belle,62,244320,False,0.43,0.791,6,-5.419,0,0.0302,0.0726,0.0193,0.11,0.217,171.864,4
7x4b0UccXSKBWxWmjcrG2T,And I Love Her,Montage Of Heck: The Home Recordings,Kurt Cobain,66,124933,False,0.616,0.282,1,-15.317,1,0.0331,0.983,0.833,0.13,0.435,96.638,4
6owKuyHxUqidcAA6fPKSyy,We Can't Stop,"Cover Sessions, Vol. 3",Boyce Avenue;Bea Miller,64,222146,False,0.705,0.347,2,-8.249,1,0.0301,0.674,0.0,0.12,0.36,80.057,4
0wbmIfvndFV9VDvuUY1pYN,Always Be My Baby,Covers,Tim Halperin,62,181852,False,0.582,0.255,4,-10.254,1,0.0306,0.772,0.0,0.0889,0.285,139.884,4
3e5yu9MkIvQx17mm7LF6KY,Alone with You,Midnight Waves,Canyon City,58,186584,False,0.549,0.274,1,-12.565,1,0.0379,0.798,6.63e-06,0.103,0.207,86.664,4
6VwAh8Z1d5YKoSWoEaV4db,Making All Things New,Making All Things New,Aaron Espe,65,159600,False,0.787,0.355,0,-11.429,1,0.0288,0.896,0.0201,0.111,0.48,99.978,4
2D4BSm5Z8Hq5zYbSgJwEOh,She Used To Be Mine,What's Inside: Songs from Waitress,Sara Bareilles,67,250266,False,0.397,0.303,5,-7.508,1,0.0435,0.381,0.0,0.101,0.172,81.05,4
7LwGBxB0h0CVmkOZxYKn0g,In My Veins - Feat. Erin Mccarley,In My Veins (Feat. Erin Mccarley),Andrew Belle,65,318908,False,0.548,0.42,0,-7.842,1,0.0277,0.198,4.46e-06,0.0899,0.196,128.012,4
0ZwdH0m32I8odedwvspYTh,I Don't Wanna Live Forever (Fifty Shades Darker),Under Covers,Tyler Ward,44,222351,False,0.787,0.403,0,-11.989,1,0.033,0.603,0.00857,0.131,0.264,118.042,4
16dkWKIlBsfYTISCVuDs0w,A Drop In the Ocean,Whatever It Takes,Ron Pope,55,219480,False,0.484,0.573,5,-6.183,1,0.0298,0.0882,1.14e-06,0.15,0.346,139.966,3
3TwtrR1yNLY1PMPsrGQpOp,Superman (It's Not Easy),America Town,Five For Fighting,70,221693,False,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,4
3Et4LKZLnXygPYfNdeB3D3,When the End Comes,Dive Deep,Andrew Belle,57,354400,False,0.541,0.575,9,-9.463,1,0.0491,0.677,0.215,0.102,0.428,91.98,4
2E9viCx0hJKNKNThd2MdGQ,You're Still The One,You're Still The One,Bailey Jehl,56,177500,False,0.607,0.473,2,-8.555,1,0.034,0.712,0.0,0.66,0.54,119.698,4
0Zf1BPkkFAWGtVHeBwHHz4,Light Me Up,It Doesn't Have To Make Sense,Ingrid Michaelson,56,247840,False,0.417,0.595,6,-7.84,1,0.0396,0.158,0.000269,0.101,0.117,147.928,4
38jy6kRlPt8z1GUS9WXeNh,93 Million Miles,Love Is a Four Letter Word,Jason Mraz,67,216386,False,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4
2SkJKMfjpYsNv0KWOxiegX,Kaleidoscope,When the Morning Comes,A Great Big World,62,229320,False,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,4
4qCbMMMuEB56kHd4zPE6GD,The Long Road,"Eat, Pray, Love",Eddie Vedder;Nusrat Fateh Ali Khan,45,330933,False,0.537,0.342,2,-13.553,1,0.0273,0.645,0.266,0.0687,0.253,109.236,4
11TK5KLtLZUdKr1C549bAw,What Would I Do Without You,Good Light,Drew Holcomb & The Neighbors,64,172213,False,0.602,0.336,8,-11.106,1,0.0369,0.883,0.0017,0.143,0.335,90.894,4
7BXW1QCg56yzEBV8pW8pah,Have It All,Know.,Jason Mraz,65,226106,False,0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001,4
2kMrCPZ0o5gErBPLCRgoli,Heavy Heart,Mellow Adult Pop,Gabrielle Aplin,0,235173,False,0.451,0.7,10,-6.597,0,0.0431,0.455,0.00233,0.405,0.37,150.055,4
5IjTZ1g8KrIuV97N3OQZ0V,The House We Never Built,Break Up Songs,Gabrielle Aplin,0,195213,False,0.546,0.391,2,-10.786,0,0.063,0.784,2.72e-06,0.0552,0.202,139.669,4
3bHhUEOTIbezeZ856R0BX5,Society,Into The Wild (Music For The Motion Picture),Eddie Vedder,68,236306,False,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858,4
0wf17wsLRwnnfh241GkeH5,Please Don't Say You Love Me,u don't deserve me,Gabrielle Aplin,0,181400,False,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,4
3322ArxAq7wCSZI4fF77Q0,Please Don't Say You Love Me,Coffee Moment,Gabrielle Aplin,0,181400,False,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,4
4LGF2tDg3878bs0mQPByZ4,Guaranteed,Into The Wild (Music For The Motion Picture),Eddie Vedder,61,164500,False,0.436,0.4,7,-11.485,1,0.0272,0.904,0.00105,0.125,0.351,100.734,4
6Uy6K3KdmUdAfelUp0SeXn,Brave,The Blessed Unrest,Sara Bareilles,70,220573,False,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4
2z2JKNU24UEngb4joR9p8f,Lonely This Christmas,Slow Christmas Songs 2022,KT Tunstall,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4
2nef44o0sjJDKB1ta4S0ub,Lonely This Christmas,Lonely Christmas 2022,KT Tunstall,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4
0qJGlogD7AyMLAJfQ42aI2,Heaven Knows,Bookmarks,Five For Fighting,62,210612,False,0.6,0.845,10,-7.076,1,0.0311,0.048,0.0,0.24,0.392,97.631,4
04JS6OitE9VGsIS3S94Osg,I Heard The Bells On Christmas Day,Slow Christmas Songs 2022,The Civil Wars,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4
5OGpsZeJRZ3t3MZioawcZW,I Heard The Bells On Christmas Day,Alternative Christmas 2022,The Civil Wars,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4
3Vnes7v746dYzBn0FJTZ1W,Fairytale Of New York,Alternative Christmas 2022,KT Tunstall,0,263866,False,0.447,0.555,2,-6.018,1,0.0349,0.218,3.46e-06,0.124,0.33,117.888,3
30cYWLpVdBZVLb1cYdmcTT,I Heard The Bells On Christmas Day,Acoustic Christmas Campfire,The Civil Wars,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4
7sUqJ51FGSi3n7x4pYjY3v,I Heard The Bells On Christmas Day,Lonely Christmas 2022,The Civil Wars,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4
15BFn2VmEtonsXfNL1lUmy,I Heard The Bells On Christmas Day,Chill Christmas Dinner,The Civil Wars,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4
0WOFJR54wyTwLB11jcBDb1,I Heard The Bells On Christmas Day,sadsadchristmas,The Civil Wars,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4
1uDCw6LVMOmbZ6zRliNcNX,I Heard The Bells On Christmas Day,Christmas Country Songs 2022,The Civil Wars,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4
7DYsBLdOqz0z14tYWMt2Tn,Hold On,Del gusto de mamá,KT Tunstall,0,177613,False,0.661,0.937,4,-5.157,0,0.0979,0.322,1.04e-06,0.19,0.805,105.549,4
7cPuE0M35EajWPRO3nRcH8,Suddenly I See,OO's Music Grandi Successi,KT Tunstall,0,199040,False,0.603,0.78,0,-5.531,1,0.0438,0.139,0.0,0.164,0.693,100.499,4
0U32q8CZRRo7xCzyiaZw5f,Rain,言ノ葉,Motohiro Hata,58,293040,False,0.626,0.655,9,-6.69,1,0.0263,0.503,0.0,0.13,0.542,92.003,4
4kQXMVjoZ9yMibLZq5Aqi5,Somebody Else - Acoustic,Somebody Else (Acoustic),Callum J Wright,50,138495,False,0.794,0.38,10,-8.769,0,0.0477,0.762,0.0,0.262,0.617,114.99,4
3us8sod4dLbM9FiMiPiEY8,Pieces (Hushed),Black Bear (Hushed),Andrew Belle,59,198626,False,0.52,0.279,5,-10.739,0,0.0547,0.894,0.000105,0.103,0.0951,69.642,4
1PR5pyPiOEEQ02oJYq402x,Mirrors,"Cover Sessions, Vol. 3",Boyce Avenue;Fifth Harmony,57,292566,False,0.545,0.658,1,-7.174,1,0.0474,0.496,0.0,0.105,0.683,76.971,4
068qo0w1Ki0cjnFYOUhAm2,Stand by Me,Stand by Me,Boyce Avenue,60,199019,False,0.728,0.266,8,-7.322,1,0.0293,0.872,1.03e-05,0.114,0.307,115.189,4
2RFt6ZWQbr9mPhsft9u9eX,Losing Me,Dear Happy,Gabrielle Aplin;JP Cooper,61,181760,False,0.66,0.407,7,-8.381,1,0.0571,0.236,0.0,0.109,0.257,133.86,4
59pUIlXjQupbiYwt40uUTi,なんでもないや - movie ver.,chouchou,Mone Kamishiraishi,49,349920,False,0.357,0.161,8,-10.667,1,0.0388,0.971,1.4e-05,0.358,0.325,83.449,4
0VhZ5JYfqPojSYeGWnk4dL,You’re Beautiful - Acoustic,You’re Beautiful (Acoustic),John Adams,55,204973,False,0.479,0.154,2,-11.282,1,0.0352,0.915,0.0,0.0974,0.36,147.207,4
0ltIx8PLjtWoS9zn9PqsZW,Hikare Inochi,Hikare Inochi,Kitri,51,322146,False,0.592,0.769,2,-5.268,1,0.0311,0.319,4.66e-06,0.137,0.385,102.033,4
7ACW42whcdOiUxiNVu7ltx,How To Lose a Girl,Songs From Nashville,Tyler Ward,46,210375,False,0.7,0.454,7,-10.39,0,0.0388,0.55,0.0022,0.121,0.34,80.011,3
4qTHoIp62ngNDpUJwW3hZ7,Can’t Help Falling in Love,"Cover Sessions, Vol. 6",Boyce Avenue,57,131000,False,0.402,0.197,5,-10.775,1,0.0295,0.858,1.05e-06,0.114,0.148,100.044,3
4VbDTk82rqWqVgoQC93CkC,Dive Deep (Hushed),Dive Deep (Hushed),Andrew Belle,58,218531,False,0.507,0.378,9,-9.019,1,0.0332,0.852,0.000212,0.0937,0.085,135.86,4
1pG5nd6gmfbMwUfT5shDQe,When the Party's over (Acoustic Piano),When the Party's over (Acoustic Piano),Ben Woodward,51,195945,False,0.619,0.226,4,-13.453,1,0.0641,0.959,4.42e-05,0.106,0.188,124.96,3
2WZyfujzMweFLnozyUJBkW,Boston,All The Stars and Boulevards,Augustana,63,245933,False,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,4
6gijbGNDNNJgT60Aj7UCyc,Living in the Shadows,Living in the Shadows,Matthew Perryman Jones,53,212386,False,0.418,0.79,4,-6.599,0,0.0506,0.0284,9.96e-06,0.117,0.197,175.975,4
5pq4v03P5PxMcnCagg4S3Z,In Case You Didn’t Know,"Cover Sessions, Vol. 4",Boyce Avenue,60,225165,False,0.633,0.299,11,-7.798,1,0.0353,0.833,0.0,0.109,0.341,147.549,4
08OjvLnGR3M0HUhcePeMNO,death bed (coffee for your head),death bed (coffee for your head),Andrew Foy;Renee Foy,47,112008,False,0.565,0.0392,1,-28.276,1,0.045,0.835,0.183,0.117,0.601,125.399,4
65VhbQdqvozUntjnlFkFbZ,You Are My Sunshine,You Are My Sunshine,Kina Grannis,60,123609,False,0.664,0.0755,10,-19.836,1,0.0389,0.91,0.0,0.164,0.575,80.004,1
05pKAafT85jeeNhZ6kq7HT,I Won't Give Up,I Won't Give Up,Jason Mraz,66,240165,False,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,3
3PG6V5yuFfo4APiovOQoRv,I Was Born To Love You,I Was Born To Love You,Ray LaMontagne;Sierra Ferrell,67,265843,False,0.65,0.271,9,-11.081,1,0.0314,0.794,6.9e-05,0.196,0.21,78.036,4
5O9R57EozcpLKGQBzadPVy,Only Love Can Hurt Like This,Life Sucks Playlist,Meg Birch,43,194194,False,0.534,0.213,1,-8.64,1,0.0283,0.884,0.0,0.107,0.0998,98.385,4
6ta5yavnnEfCE4faU0jebM,Mr Blue,Hurricane Glass,Catherine Feeny,54,154600,False,0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,4
7BRCa8MPiyuvr2VU3O9W0F,Do Not Let Me Go,Where The Mountain Meets The Valley,Joshua Hyslop,60,158960,False,0.409,0.234,3,-13.711,1,0.0323,0.338,5e-05,0.0895,0.145,139.832,4
5ZhaKUsY68U0lgREFWfoxg,Holding On And Letting Go,Holding On And Letting Go - Single,Ross Copperman,49,319000,False,0.502,0.53,2,-9.573,1,0.0266,0.805,0.000738,0.0728,0.102,78.046,4
4zcMBfbQZvBSHQBGDd6gsN,You Already Know,You Already Know,JJ Heller,57,214360,False,0.496,0.117,0,-12.884,1,0.0301,0.933,0.0,0.126,0.318,78.068,4
7bhHLZxkRekrNPPkEdDTbn,Believer (Remix),Believer (Remix),Ben Woodward,42,204480,False,0.585,0.724,1,-6.513,0,0.0745,0.315,0.0681,0.0448,0.333,187.484,3
5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,Stop All the World Now (Special Edition),Howie Day,67,277000,False,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.186,4
2lxBZVbkiCXC1soks2RXwV,Love Like This,Magic,Ben Rector,61,214240,False,0.637,0.14,2,-11.472,1,0.0407,0.903,0.0,0.107,0.392,139.78,4
38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,Some Mad Hope,Matt Nathanson,71,215173,False,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,4
6XrNrp7UtGgyZcHJ0ckL0w,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",Something In the Rain (Music from the Original TV Series),Rachael Yamagata,49,296862,False,0.422,0.272,4,-10.772,0,0.0353,0.496,1.07e-05,0.0704,0.113,143.413,4
72R0X0h8YaxYNpegeoOl0M,Kiss Me Slowly,The Way It Was,Parachute,61,235813,False,0.47,0.801,9,-6.426,1,0.0352,0.0758,3.53e-05,0.218,0.431,173.92,4
6R6ux6KaKrhAg2EIB2krdU,Without You,Wide Awake,Parachute,61,228933,False,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,4
