user_id,username,country,plan,age_group,signup_date
346,user_346,Brazil,free,25-34,2024-05-14
347,user_347,Brazil,free,25-34,2023-05-01
348,user_348,US,free,45+,2023-08-28
349,user_349,UK,free,25-34,2024-04-09
350,user_350,Brazil,premium,25-34,2023-04-17
351,user_351,India,premium,25-34,2023-06-29
352,user_352,Mexico,premium,25-34,2023-01-16
353,user_353,Brazil,free,18-24,2023-12-21
354,user_354,US,free,35-44,2023-11-05
355,user_355,US,free,25-34,2024-12-27
356,user_356,Brazil,free,13-17,2024-08-11
357,user_357,US,free,35-44,2024-08-27
358,user_358,Brazil,premium,18-24,2023-06-30
359,user_359,France,premium,18-24,2023-06-23
360,user_360,Brazil,free,25-34,2023-12-20
361,user_361,UK,premium,35-44,2023-12-20
362,user_362,Brazil,free,35-44,2023-08-07
363,user_363,India,free,45+,2024-10-16
364,user_364,India,premium,35-44,2023-11-11
365,user_365,France,free,13-17,2024-03-09
366,user_366,UK,premium,25-34,2023-10-09
367,user_367,Australia,premium,35-44,2023-09-16
368,user_368,Canada,free,18-24,2024-07-12
369,user_369,US,premium,25-34,2023-01-05
370,user_370,US,free,25-34,2024-07-27
371,user_371,US,free,18-24,2024-08-18
372,user_372,US,free,45+,2024-10-06
373,user_373,US,free,25-34,2024-01-29
374,user_374,Germany,premium,25-34,2023-12-02
375,user_375,US,free,45+,2023-03-04
376,user_376,UK,premium,25-34,2023-02-13
377,user_377,Mexico,free,18-24,2023-06-02
378,user_378,US,free,25-34,2024-11-13
379,user_379,Japan,premium,35-44,2023-06-05
380,user_380,US,free,35-44,2024-04-22
381,user_381,US,free,35-44,2023-10-02
382,user_382,Germany,free,25-34,2023-12-24
383,user_383,Brazil,free,18-24,2024-03-01
384,user_384,Canada,free,35-44,2024-06-15
385,user_385,Germany,premium,35-44,2024-04-27
386,user_386,Japan,free,18-24,2023-08-02
387,user_387,US,free,18-24,2023-03-20
388,user_388,US,premium,45+,2023-05-19
389,user_389,Japan,free,35-44,2023-04-08
390,user_390,Japan,premium,35-44,2024-10-25
391,user_391,Australia,free,35-44,2023-07-17
392,user_392,UK,free,25-34,2023-06-05
393,user_393,UK,premium,25-34,2023-02-19
394,user_394,Japan,free,25-34,2024-04-23
395,user_395,UK,premium,13-17,2023-08-16
396,user_396,France,free,35-44,2024-04-01
397,user_397,Mexico,free,25-34,2024-06-05
398,user_398,India,free,25-34,2023-05-29
399,user_399,Japan,free,25-34,2023-02-27
400,user_400,Japan,premium,25-34,2023-06-11
401,user_401,US,free,18-24,2024-04-21
402,user_402,Canada,premium,18-24,2023-04-17
403,user_403,India,premium,18-24,2024-03-02
404,user_404,Mexico,free,18-24,2024-01-30
405,user_405,UK,free,45+,2023-07-05
406,user_406,Canada,premium,18-24,2024-07-11
407,user_407,UK,premium,18-24,2024-03-21
408,user_408,US,free,25-34,2024-10-02
409,user_409,Canada,free,25-34,2024-03-23
410,user_410,US,free,18-24,2023-03-28
411,user_411,UK,premium,35-44,2023-09-06
412,user_412,France,free,35-44,2024-03-15
413,user_413,France,premium,18-24,2023-09-14
414,user_414,Brazil,free,18-24,2023-10-04
415,user_415,Brazil,free,45+,2024-03-13
416,user_416,India,free,35-44,2024-05-30
417,user_417,US,free,25-34,2024-07-30
418,user_418,UK,free,18-24,2023-07-21
419,user_419,Germany,free,25-34,2024-07-28
420,user_420,Japan,free,25-34,2024-10-16
421,user_421,Japan,free,18-24,2023-06-29
422,user_422,Japan,free,25-34,2024-11-16
423,user_423,US,premium,25-34,2023-11-21
424,user_424,India,free,18-24,2024-09-14
425,user_425,US,free,35-44,2024-11-17
426,user_426,India,free,35-44,2024-04-19
427,user_427,India,premium,18-24,2024-10-26
428,user_428,Canada,free,35-44,2024-02-04
429,user_429,UK,premium,18-24,2023-08-05
430,user_430,US,premium,35-44,2024-03-28
431,user_431,US,premium,18-24,2024-02-08
432,user_432,Japan,free,18-24,2023-08-28
433,user_433,Brazil,premium,25-34,2023-07-05
434,user_434,US,free,25-34,2023-02-17
435,user_435,US,free,45+,2024-01-21
436,user_436,Germany,premium,18-24,2023-07-27
437,user_437,US,free,18-24,2023-06-06
438,user_438,Mexico,premium,25-34,2023-08-13
439,user_439,Germany,free,25-34,2023-05-24
440,user_440,US,premium,18-24,2024-02-23
441,user_441,US,free,25-34,2023-04-21
442,user_442,Australia,free,35-44,2024-04-09
443,user_443,UK,free,35-44,2023-05-12
444,user_444,UK,premium,45+,2024-09-16
445,user_445,Japan,free,18-24,2024-08-23
446,user_446,France,free,25-34,2024-11-03
447,user_447,Australia,free,25-34,2023-11-30
448,user_448,Japan,premium,25-34,2023-03-16
449,user_449,UK,free,25-34,2024-02-16
450,user_450,US,free,45+,2024-06-02
451,user_451,Japan,free,25-34,2024-09-16
452,user_452,India,free,45+,2023-02-05
453,user_453,India,free,35-44,2024-09-16
454,user_454,Canada,free,45+,2023-08-11
455,user_455,US,premium,35-44,2024-12-23
456,user_456,India,free,25-34,2024-06-13
457,user_457,US,free,18-24,2023-08-29
458,user_458,India,free,18-24,2023-05-14
459,user_459,US,premium,13-17,2024-01-26
460,user_460,US,premium,25-34,2023-04-12
461,user_461,US,premium,25-34,2024-10-13
462,user_462,Brazil,free,25-34,2024-11-11
463,user_463,Germany,free,45+,2024-05-12
464,user_464,Brazil,free,45+,2024-05-25
465,user_465,Australia,free,18-24,2024-12-03
466,user_466,UK,free,18-24,2024-06-20
467,user_467,US,premium,25-34,2024-06-28
468,user_468,Mexico,premium,18-24,2023-12-09
469,user_469,US,premium,35-44,2023-01-06
470,user_470,Australia,free,25-34,2023-07-13
471,user_471,US,premium,25-34,2023-05-17
472,user_472,Australia,free,35-44,2024-04-17
473,user_473,US,free,35-44,2023-08-04
474,user_474,Canada,premium,18-24,2023-12-15
475,user_475,India,free,25-34,2023-07-02
476,user_476,Australia,free,25-34,2023-06-17
477,user_477,US,free,18-24,2023-02-07
478,user_478,India,premium,13-17,2024-11-05
479,user_479,Australia,premium,25-34,2024-04-15
480,user_480,India,free,18-24,2024-03-27
481,user_481,Brazil,premium,18-24,2024-05-04
482,user_482,Germany,free,25-34,2023-05-22
483,user_483,India,free,35-44,2023-04-13
484,user_484,Brazil,premium,18-24,2024-12-11
485,user_485,Brazil,premium,13-17,2024-12-12
486,user_486,Canada,premium,35-44,2023-02-11
487,user_487,US,free,13-17,2023-05-27
488,user_488,US,premium,45+,2023-03-07
489,user_489,France,premium,25-34,2023-07-12
490,user_490,Canada,premium,18-24,2023-10-25
491,user_491,India,free,18-24,2023-02-07
492,user_492,Brazil,premium,13-17,2024-05-16
493,user_493,US,free,18-24,2024-10-14
494,user_494,US,free,18-24,2024-09-09
495,user_495,India,free,25-34,2024-03-03
496,user_496,UK,free,18-24,2024-10-25
497,user_497,Brazil,free,25-34,2023-12-18
498,user_498,US,premium,25-34,2023-11-22
499,user_499,Australia,free,18-24,2023-02-07
500,user_500,Australia,premium,13-17,2023-04-07
501,user_501,Germany,free,13-17,2023-04-18
502,user_502,India,free,13-17,2024-09-22
503,user_503,UK,free,35-44,2023-05-31
504,user_504,Japan,free,18-24,2023-03-15
505,user_505,Germany,free,35-44,2023-02-26
506,user_506,US,free,25-34,2023-12-01
507,user_507,Canada,free,25-34,2023-09-09
508,user_508,Mexico,free,25-34,2023-09-11
509,user_509,France,free,25-34,2024-01-20
510,user_510,Germany,free,18-24,2024-03-31
511,user_511,Brazil,free,18-24,2023-09-16
512,user_512,UK,premium,25-34,2024-04-09
513,user_513,France,premium,18-24,2023-02-03
514,user_514,Mexico,premium,25-34,2024-05-09
515,user_515,US,free,25-34,2023-11-22
516,user_516,US,premium,25-34,2023-08-26
517,user_517,UK,premium,25-34,2024-11-21
518,user_518,Japan,premium,25-34,2024-09-07
519,user_519,Australia,free,35-44,2024-06-24
520,user_520,US,premium,25-34,2024-04-10
521,user_521,Brazil,premium,25-34,2023-10-31
522,user_522,UK,free,25-34,2023-04-27
523,user_523,Australia,premium,35-44,2023-07-26
524,user_524,Mexico,free,25-34,2024-11-27
525,user_525,Mexico,free,25-34,2024-04-25
526,user_526,India,free,35-44,2024-10-11
527,user_527,UK,premium,25-34,2024-02-07
528,user_528,US,free,13-17,2024-11-06
529,user_529,US,free,35-44,2024-08-09
530,user_530,Mexico,free,13-17,2023-08-21
531,user_531,Japan,free,35-44,2023-10-11
532,user_532,Australia,free,35-44,2024-04-24
533,user_533,Australia,premium,45+,2023-01-09
534,user_534,India,premium,13-17,2024-12-15
535,user_535,Japan,free,25-34,2024-01-14
536,user_536,France,free,25-34,2024-08-25
537,user_537,Mexico,free,18-24,2024-01-16
538,user_538,US,premium,18-24,2024-10-23
539,user_539,India,free,25-34,2023-12-26
540,user_540,US,free,25-34,2023-06-25
541,user_541,France,free,18-24,2024-04-29
542,user_542,Brazil,premium,25-34,2024-02-09
543,user_543,US,premium,35-44,2023-02-02
544,user_544,Germany,premium,35-44,2024-04-09
545,user_545,Brazil,premium,45+,2024-11-26
546,user_546,UK,free,25-34,2023-06-06
547,user_547,US,free,45+,2024-07-18
548,user_548,Germany,free,35-44,2023-07-21
549,user_549,India,free,18-24,2023-06-24
550,user_550,Japan,free,18-24,2023-09-01
551,user_551,India,free,25-34,2023-09-26
552,user_552,Mexico,free,25-34,2024-03-21
553,user_553,India,premium,25-34,2023-03-15
554,user_554,India,premium,25-34,2023-04-06
555,user_555,Canada,premium,35-44,2023-06-22
556,user_556,UK,premium,25-34,2024-02-10
557,user_557,US,free,18-24,2023-06-04
558,user_558,US,premium,35-44,2023-07-02
559,user_559,Japan,free,18-24,2023-11-19
560,user_560,Brazil,premium,45+,2023-10-16
561,user_561,Germany,free,18-24,2023-09-15
562,user_562,US,premium,45+,2024-08-09
563,user_563,US,free,18-24,2023-06-23
564,user_564,US,free,18-24,2023-11-26
565,user_565,UK,premium,13-17,2023-08-19
566,user_566,Brazil,free,25-34,2023-06-10
567,user_567,UK,premium,35-44,2023-07-05
568,user_568,India,premium,25-34,2023-05-23
569,user_569,Canada,premium,45+,2023-10-09
570,user_570,UK,premium,25-34,2024-10-01
571,user_571,India,premium,25-34,2024-11-08
572,user_572,Japan,free,35-44,2023-01-27
573,user_573,UK,premium,18-24,2023-09-03
574,user_574,Brazil,premium,18-24,2024-05-01
575,user_575,Mexico,premium,45+,2024-10-08
576,user_576,France,free,45+,2023-07-21
577,user_577,US,premium,45+,2023-01-21
578,user_578,France,premium,45+,2024-08-13
579,user_579,India,premium,18-24,2024-10-31
580,user_580,US,free,35-44,2023-04-04
581,user_581,India,free,25-34,2023-01-08
582,user_582,Australia,free,45+,2024-04-16
583,user_583,India,premium,25-34,2023-12-05
584,user_584,UK,premium,25-34,2023-09-16
585,user_585,Brazil,free,25-34,2023-02-24
586,user_586,US,free,18-24,2024-07-01
587,user_587,US,free,13-17,2023-01-06
588,user_588,US,free,35-44,2024-01-12
589,user_589,US,premium,35-44,2024-07-07
590,user_590,US,premium,18-24,2023-02-19
591,user_591,US,free,35-44,2023-04-22
592,user_592,Brazil,free,25-34,2023-05-26
593,user_593,US,free,25-34,2023-08-18
594,user_594,UK,premium,18-24,2024-12-23
595,user_595,Canada,free,35-44,2024-05-11
596,user_596,India,free,25-34,2023-11-02
597,user_597,Brazil,free,25-34,2024-06-25
598,user_598,US,premium,25-34,2024-04-05
599,user_599,US,premium,18-24,2024-09-19
600,user_600,US,premium,25-34,2023-08-14
601,user_601,US,free,18-24,2023-02-28
602,user_602,US,free,18-24,2023-03-17
603,user_603,US,free,25-34,2024-03-03
604,user_604,US,premium,45+,2024-12-28
605,user_605,US,free,25-34,2023-05-12
606,user_606,India,free,18-24,2024-05-12
607,user_607,US,premium,25-34,2024-08-15
608,user_608,UK,premium,35-44,2023-11-01
609,user_609,India,free,35-44,2023-03-08
610,user_610,Germany,free,35-44,2023-08-18
611,user_611,US,free,25-34,2023-11-29
612,user_612,Japan,premium,35-44,2023-10-04
613,user_613,Brazil,premium,18-24,2024-08-06
614,user_614,US,free,18-24,2024-12-21
615,user_615,Canada,free,25-34,2023-05-24
616,user_616,France,premium,25-34,2023-09-08
617,user_617,US,premium,45+,2024-11-21
618,user_618,US,free,35-44,2023-03-21
619,user_619,Japan,free,18-24,2023-02-26
620,user_620,Germany,free,18-24,2024-01-01
621,user_621,US,free,18-24,2023-11-04
622,user_622,US,premium,18-24,2023-06-23
623,user_623,UK,premium,25-34,2024-04-06
624,user_624,India,premium,45+,2024-11-08
